,"页面URL","访客数(UV)","IP数","贡献浏览量","跳出率","平均访问时长",
188,"https://jupyter.cn/2019/08/01/questionaire-43091004","3","3","4","66.67%"," 00:02:41",
189,"https://jupyter.cn/2018/08/22/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91--%E8%87%AA%E6%88%91%E5%BC%BA%E5%8C%96","4","4","4","100%"," 00:05:05",
190,"https://jupyter.cn/2019/06/25/questionaire-31497715","4","1","4","100%"," 00:02:00",
191,"https://jupyter.cn/2019/08/12/questionaire-43976017","4","1","4","100%"," 00:02:00",
192,"https://jupyter.cn/2019/10/31/questionaire-48480945","4","4","4","100%"," 00:00:27",
193,"http://jupyter.cn/2019/06/02/questionaire-39347564","1","1","4","0%"," 00:00:14",
194,"https://jupyter.cn/2019/07/22/questionaire-42888526","4","4","4","100%"," 00:05:39",
195,"https://jupyter.cn/2019/08/05/questionaire-43450183","2","2","4","50%"," 00:01:28",
196,"https://jupyter.cn/2019/08/16/questionaire-44179815","4","1","4","100%"," 00:02:00",
197,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E9%85%8D%E5%AF%B9%E8%AE%A1%E9%87%8F%E8%B5%84%E6%96%99%E6%AF%94%E8%BE%83","4","4","4","100%"," 00:01:09",
198,"https://jupyter.cn/2019/08/01/questionaire-43444434","4","1","4","100%"," 00:02:00",
199,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","3","3","4","66.67%"," 00:01:06",
200,"https://jupyter.cn/2019/08/27/questionaire-44637462","3","3","4","66.67%"," 00:08:00",
201,"http://jupyter.cn/2019/06/30/questionaire-42085386","1","1","4","0%"," 00:00:17",
202,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92.1","3","3","4","66.67%"," 00:00:58",
203,"https://jupyter.cn/2019/08/23/questionaire-44101961","4","2","4","100%"," 00:02:00",
204,"https://jupyter.cn/2019/09/12/questionaire-38877224","4","4","4","100%"," 00:01:08",
205,"https://jupyter.cn/2019/08/12/questionaire-43588687","4","4","4","100%"," 00:07:48",
206,"https://jupyter.cn/2019/08/14/questionaire-uimuQnb","4","1","4","100%"," 00:02:00",
207,"https://www.bluestacks.cn","4","4","4","100%"," 00:02:00",
208,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E4%BA%92%E5%A1%AB","3","3","4","66.67%"," 00:02:47",
209,"https://jupyter.cn/2019/09/27/questionaire-46386257","3","3","4","66.67%"," 00:04:08",
210,"https://jupyter.cn/2019/07/13/questionaire-42717113","4","4","4","100%"," 00:02:00",
211,"https://jupyter.cn/2019/06/02/questionaire-37963292","4","1","4","100%"," 00:02:00",
212,"https://jupyter.cn/2019/07/13/questionaire-42571266","2","2","4","50%"," 00:00:16",
213,"https://jupyter.cn/2019/07/13/questionaire-42521186","4","4","4","100%"," 00:01:06",
214,"https://jupyter.cn/2019/10/22/questionaire-47939075","3","3","4","100%"," 00:05:13",
215,"https://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%87%A0%E4%BD%95%E6%BB%9E%E5%90%8E%E6%A8%A1%E5%9E%8B%E4%BC%B0%E8%AE%A1.1","4","4","4","100%"," 00:02:42",
216,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E8%B6%85%E5%87%A0%E4%BD%95%E5%88%86%E5%B8%83","3","3","4","66.67%"," 00:01:44",
217,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E7%9B%B4%E7%BA%BF%E7%AD%89%E8%B7%9D%E6%8A%BD%E6%A0%B7","3","3","4","66.67%"," 00:01:05",
218,"https://jupyter.cn/2019/08/08/questionaire-43771062","4","2","4","100%"," 00:02:00",
219,"https://jupyter.cn/2019/07/01/questionaire-40284404","2","2","4","0%"," 00:09:00",
220,"https://jupyter.cn/2019/07/19/questionaire-42646063","4","4","4","100%"," 00:01:30",
221,"https://jupyter.cn/2019/08/11/questionaire-43751491","4","4","4","100%"," 00:00:40",
222,"https://jupyter.cn/2019/08/23/questionaire-44417459","2","2","4","66.67%"," 00:03:23",
223,"https://jupyter.cn/2019/08/23/questionaire-44405929","4","1","4","100%"," 00:02:00",
224,"https://jupyter.cn/2019/08/08/questionaire-43788777","4","2","4","100%"," 00:02:00",
225,"https://jupyter.cn/2019/07/03/questionaire-42165978","3","3","4","66.67%"," 00:02:47",
226,"https://jupyter.cn/2019/07/13/questionaire-41293097","4","1","4","100%"," 00:02:00",
227,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E4%B8%8B%E8%BD%BD","1","1","4","0%"," 00:00:44",
228,"https://jupyter.cn/2019/08/22/questionaire-44317039","3","3","4","66.67%"," 00:00:45",
229,"https://jupyter.cn/2019/08/19/questionaire-Ib267vH","4","1","4","100%"," 00:02:00",
230,"https://jupyter.cn/2019/07/29/questionaire-43344447","4","4","4","100%"," 00:01:06",
231,"https://jupyter.cn/2019/08/16/questionaire-QVbae2","4","4","4","100%"," 00:02:03",
232,"https://jupyter.cn/2019/09/17/questionaire-45281245","4","4","4","100%"," 00:02:00",
233,"https://jupyter.cn/2019/05/23/questionaire-39560689","4","1","4","100%"," 00:02:00",
234,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-Zoutendijk%E5%8F%AF%E8%A1%8C%E6%96%B9%E5%90%91%E6%B3%95","4","4","4","100%"," 00:02:00",
235,"https://jupyter.cn/archives/page/2","4","2","4","100%"," 00:02:00",
236,"https://jupyter.cn/2019/08/27/questionaire-44660478","3","3","4","66.67%"," 00:03:02",
237,"https://jupyter.cn/2019/08/15/questionaire-44029953","4","2","4","100%"," 00:02:00",
238,"https://jupyter.cn/2019/08/22/questionaire-44316207","4","2","4","100%"," 00:02:00",
239,"https://jupyter.cn/2019/06/02/questionaire-39333926","4","2","4","100%"," 00:02:00",
240,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E8%B6%85%E5%87%A0%E4%BD%95%E5%88%86%E5%B8%83","4","4","4","100%"," 00:04:39",
241,"https://jupyter.cn/2019/07/10/questionaire-42366528","2","2","4","50%"," 00:08:55",
242,"https://jupyter.cn/2019/07/28/questionaire-43366579","4","4","4","100%"," 00:02:00",
243,"https://jupyter.cn/2018/11/14/Eviews%E4%BB%A3%E5%81%9Astata%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1KMV%E6%A8%A1%E5%9E%8Bmatlab%E7%A9%BA%E9%97%B4%E8%AE%A1%E9%87%8Fspss%E6%95%B0%E6%8D%AE%E6%9F%A5%E6%89%BE","2","2","4","50%"," 00:10:37",
244,"http://www.jupyter.cn/categories","1","1","4","0%"," 00:00:20",
245,"https://jupyter.cn/2019/08/10/questionaire-43887341","3","3","4","66.67%"," 00:09:16",
246,"https://jupyter.cn/2019/07/25/questionaire-43158063","3","3","3","100%"," 00:02:00",
247,"https://jupyter.cn/2019/09/28/questionaire-46468010","2","2","3","50%"," 00:14:18",
248,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F","2","2","3","50%"," 00:01:51",
249,"https://jupyter.cn/2019/07/24/questionaire-43191127","3","3","3","100%"," 00:02:19",
250,"https://jupyter.cn/2019/07/10/questionaire-42421621","3","3","3","100%"," 00:02:00",
251,"https://jupyter.cn/2019/07/04/questionaire-41160200","3","1","3","100%"," 00:02:00",
252,"https://jupyter.cn/2019/08/21/questionaire-44349223","3","3","3","100%"," 00:00:49",
253,"https://jupyter.cn/2019/10/06/questionaire-46866361","3","3","3","100%"," 00:06:57",
254,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F%E5%BA%8F%E8%B4%AF%E6%B3%95","3","3","3","100%"," 00:00:52",
255,"https://jupyter.cn/2019/10/17/questionaire-45094748","1","1","3","0%"," 00:39:31",
256,"https://jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E4%B8%80%E5%85%83%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92","1","1","3","0%"," 00:00:53",
257,"https://jupyter.cn/2019/07/01/questionaire-42132830","3","3","3","100%"," 00:01:22",
258,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E8%B0%83%E6%9F%A5%E5%A1%AB%E5%86%99/page/4","1","1","3","0%"," 00:01:20",
259,"https://jupyter.cn/2019/08/27/questionaire-44347862","3","3","3","100%"," 00:00:11",
260,"https://jupyter.cn/2019/10/07/questionaire-46823726","3","3","3","100%"," 00:02:00",
261,"https://jupyter.cn/2019/10/17/questionaire-47632148","3","3","3","100%"," 00:01:27",
262,"https://jupyter.cn/2019/08/26/questionaire-44610423","3","2","3","100%"," 00:02:00",
263,"https://jupyter.cn/2019/07/22/questionaire-43070882","3","3","3","100%"," 00:02:00",
264,"https://jupyter.cn/2019/07/24/questionaire-43051389","3","3","3","100%"," 00:01:31",
265,"https://jupyter.cn/2019/09/29/questionaire-46522285","2","2","3","50%"," 00:02:11",
266,"https://jupyter.cn/2019/09/20/questionaire-45981926","3","3","3","100%"," 00:03:30",
267,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E4%B8%80%E5%85%83%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92.1","3","3","3","100%"," 00:01:18",
268,"https://jupyter.cn/2019/08/21/questionaire-44326542","3","3","3","100%"," 00:00:21",
269,"https://jupyter.cn/2019/07/22/questionaire-42831480","3","3","3","100%"," 00:01:29",
270,"https://jupyter.cn/2019/08/20/questionaire-44286734","1","1","3","0%"," 00:03:28",
271,"https://jupyter.cn/2018/09/02/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%81%87%E5%9B%9E%E5%BD%92","3","3","3","100%"," 00:01:23",
272,"https://jupyter.cn/2019/08/22/questionaire-44426175","1","1","3","0%"," 00:02:06",
273,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E7%BD%91","1","1","3","0%"," 00:00:56",
274,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E8%80%B6%E8%8C%A8%E8%BF%9E%E7%BB%AD%E6%80%A7%E4%BF%AE%E6%AD%A3","1","1","3","0%"," 00:00:42",
275,"http://jupyter.cn/2019/06/30/questionaire-39667497","1","1","3","0%"," 00:03:10",
276,"https://jupyter.cn/2019/08/23/questionaire-44433502","3","3","3","100%"," 00:04:08",
277,"https://jupyter.cn/2019/07/23/questionaire-42094969","2","2","3","50%"," 00:13:25",
278,"https://jupyter.cn/2019/08/02/questionaire-43457236","3","3","3","100%"," 00:04:37",
279,"https://jupyter.cn/2019/10/22/questionaire-47984312","3","3","3","100%"," 00:11:16",
280,"https://jupyter.cn/2019/10/07/questionaire-46825536","2","2","3","50%"," 00:01:55",
281,"https://jupyter.cn/2019/08/20/questionaire-44128252","3","3","3","100%"," 00:01:16",
282,"https://jupyter.cn/2019/07/15/questionaire-42758570","3","3","3","100%"," 00:00:14",
283,"https://jupyter.cn/2019/08/21/questionaire-44341407","3","3","3","100%"," 00:00:45",
284,"https://jupyter.cn/2019/07/16/questionaire-42790926","2","2","3","50%"," 00:15:38",
285,"https://jupyter.cn/2019/08/31/questionaire-44879375","3","3","3","100%"," 00:01:48",
286,"https://jupyter.cn/2019/10/31/questionaire-48409452","2","2","3","50%"," 00:03:12",
287,"https://jupyter.cn/2019/10/13/questionaire-47244183","3","3","3","100%"," 00:03:29",
288,"https://jupyter.cn/2019/08/08/questionaire-43782739","2","2","3","50%"," 00:02:37",
289,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F%E7%A7%BB%E5%8A%A8%E5%B9%B3%E5%9D%87%E6%B3%95","3","3","3","100%"," 00:01:31",
290,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E6%95%B0%E5%AD%A6%E6%A8%A1%E5%9E%8B","3","3","3","100%"," 00:00:57",
291,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E5%81%87%E5%9B%9E%E5%BD%92","3","3","3","100%"," 00:00:18",
292,"https://jupyter.cn/2018/09/01/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-psychopy-%E4%BD%8D%E7%BD%AE%E7%BC%96%E7%A0%81","3","3","3","100%"," 00:01:34",
293,"https://jupyter.cn/2018/08/31/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-Eprime-%E7%BD%91%E7%8A%B6%E7%BB%93%E6%9E%84","2","2","3","50%"," 00:00:27",
294,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E7%A6%BB%E6%95%A3%E5%9E%8B%E9%9A%8F%E6%9C%BA%E5%8F%98%E9%87%8F","1","1","3","0%"," 00:01:24",
295,"https://jupyter.cn/2019/10/17/questionaire-47534360","3","3","3","100%"," 00:01:27",
296,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E6%9E%97%E5%BE%B7%E4%BC%AF%E6%A0%BC-%E8%8E%B1%E7%BB%B4%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","3","3","3","100%"," 00:01:22",
297,"https://jupyter.cn/2019/10/16/questionaire-47490559","3","3","3","100%"," 00:01:32",
298,"https://jupyter.cn/2019/09/02/questionaire-44996839","2","2","3","50%"," 00:18:22",
299,"https://jupyter.cn/2019/07/03/questionaire-42163232","3","3","3","100%"," 00:01:28",
300,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E4%B8%80%E5%85%83%E6%9B%B2%E7%BA%BF%E5%9B%9E%E5%BD%92","3","3","3","100%"," 00:00:55",
301,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E7%9B%B4%E7%BA%BF%E7%AD%89%E8%B7%9D%E6%8A%BD%E6%A0%B7","1","1","3","0%"," 00:00:51",
302,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E5%B9%B3%E7%A8%B3%E5%BA%8F%E5%88%97%E7%9A%84%E7%9F%A2%E9%87%8F%E9%80%92%E6%8E%A8%E9%A2%84%E6%8A%A5.1","1","1","3","0%"," 00:00:07",
303,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","3","3","3","100%"," 00:00:46",
304,"https://jupyter.cn/2019/08/26/questionaire-44587676","2","2","3","50%"," 00:03:06",
305,"https://jupyter.cn/2019/08/23/questionaire-44462773","3","3","3","100%"," 00:05:08",
306,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B.1","3","3","3","100%"," 00:01:26",
307,"https://jupyter.cn/2019/07/02/questionaire-42130881","3","3","3","100%"," 00:02:00",
308,"https://jupyter.cn/2019/08/11/questionaire-43940879","3","3","3","100%"," 00:06:38",
309,"https://jupyter.cn/2019/10/06/questionaire-45006160","3","3","3","100%"," 00:02:00",
310,"https://jupyter.cn/2019/08/23/questionaire-IZZ7FfP","3","1","3","100%"," 00:02:00",
311,"https://jupyter.cn/2019/09/28/questionaire-45543236","1","1","3","0%"," 00:01:13",
312,"https://jupyter.cn/2019/07/18/questionaire-42838071","3","3","3","100%"," 00:01:02",
313,"https://jupyter.cn/2019/10/31/questionaire-48634589","3","3","3","100%"," 00:00:47",
314,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E6%95%B0%E5%AD%A6%E6%A8%A1%E5%9E%8B","3","3","3","100%"," 00:00:12",
315,"https://jupyter.cn/2019/10/06/questionaire-46819846","2","2","3","50%"," 00:02:05",
316,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E9%A2%91%E5%9F%9F%E5%88%86%E6%9E%90","2","2","3","50%"," 00:01:39",
317,"https://jupyter.cn/2019/07/15/questionaire-42758892","3","3","3","100%"," 00:00:09",
318,"http://jupyter.cn/2019/06/02/questionaire-39459757","1","1","3","0%"," 00:26:54",
319,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E6%98%9F","3","3","3","100%"," 00:01:21",
320,"https://jupyter.cn/2019/06/29/questionaire-42077420","3","3","3","100%"," 00:01:09",
321,"https://jupyter.cn/2019/09/10/questionaire-45250187","1","1","3","50%"," 00:00:07",
322,"https://jupyter.cn/2019/07/31/questionaire-43450046","3","3","3","100%"," 00:08:59",
323,"https://jupyter.cn/2019/09/29/questionaire-46581471","3","3","3","100%"," 00:03:53",
324,"https://jupyter.cn/2019/07/01/questionaire-41803887","2","2","2","100%"," 00:02:44",
325,"https://jupyter.cn/2019/06/02/questionaire-39507941","2","2","2","100%"," 00:01:11",
326,"https://jupyter.cn/2019/09/17/questionaire-45553826","2","2","2","100%"," 00:00:19",
327,"https://jupyter.cn/2019/08/23/questionaire-44439950","2","2","2","100%"," 00:01:15",
328,"http://jupyter.cn/tags/R","1","1","2","0%"," 00:00:10",
329,"https://jupyter.cn/2019/07/29/questionaire-43355409","2","2","2","100%"," 00:01:22",
330,"https://jupyter.cn/tags/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90","2","2","2","100%"," 00:00:14",
331,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E7%AE%80%E5%8D%95%E5%81%87%E8%AE%BE","2","2","2","100%"," 00:00:44",
332,"https://jupyter.cn/2019/08/02/questionaire-43544381","2","2","2","100%"," 00:02:00",
333,"https://jupyter.cn/2019/07/05/questionaire-40641117","2","2","2","100%"," 00:01:08",
334,"https://jupyter.cn/2019/08/26/questionaire-44592016","2","2","2","100%"," 00:01:13",
335,"https://jupyter.cn/2019/10/16/questionaire-47042945","2","2","2","100%"," 00:02:00",
336,"https://jupyter.cn/2019/10/17/questionaire-47611517","2","2","2","100%"," 00:01:14",
337,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E8%B6%85%E5%87%A0%E4%BD%95%E5%88%86%E5%B8%83","2","2","2","100%"," 00:00:16",
338,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","2","2","2","100%"," 00:00:21",
339,"https://jupyter.cn/2019/10/22/questionaire-47640298","2","2","2","100%"," 00:00:25",
340,"https://jupyter.cn/2019/08/27/questionaire-44593770","1","1","2","0%"," 00:00:18",
341,"https://jupyter.cn/page/43","1","1","2","0%"," 00:00:51",
342,"https://jupyter.cn/2019/08/04/questionaire-43323466","2","2","2","100%"," 00:01:29",
343,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E8%80%B6%E8%8C%A8%E8%BF%9E%E7%BB%AD%E6%80%A7%E4%BF%AE%E6%AD%A3","2","2","2","100%"," 00:01:35",
344,"https://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E9%A2%91%E5%9F%9F%E5%88%86%E6%9E%90.1","1","2","2","100%"," 00:02:00",
345,"https://jupyter.cn/2019/10/06/questionaire-y2mU7j","2","2","2","100%"," 00:01:11",
346,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E5%85%B8%E8%8C%83%E5%9E%8B.1","2","2","2","100%"," 00:02:00",
347,"https://jupyter.cn/2019/11/06/questionaire-48640191","2","2","2","100%"," 00:01:15",
348,"https://jupyter.cn/2019/05/28/questionaire-37799910","2","2","2","100%"," 00:02:00",
349,"https://jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8F%8D%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0%E7%9A%84%E7%AC%AC%E4%B8%80%E7%B1%BB%E5%85%B3%E7%B3%BB","2","2","2","100%"," 00:01:06",
350,"https://jupyter.cn/2019/08/23/questionaire-44504751","1","1","2","0%"," 00:06:50",
351,"https://jupyter.cn/2019/08/16/questionaire-44037533","1","1","2","0%"," 00:04:43",
352,"https://jupyter.cn/2019/08/02/questionaire-43147241","2","2","2","100%"," 00:01:14",
353,"https://jupyter.cn/2019/10/06/questionaire-46874862","2","2","2","100%"," 00:00:11",
354,"https://jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E7%AE%80%E5%8D%95%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","2","2","2","100%"," 00:01:29",
355,"https://jupyter.cn/2019/08/25/questionaire-44571008","2","2","2","100%"," 00:01:04",
356,"https://jupyter.cn/2019/09/20/questionaire-45960033","2","2","2","100%"," 00:01:08",
357,"https://jupyter.cn/2019/10/28/questionaire-48421147","2","2","2","100%"," 00:01:34",
358,"https://jupyter.cn/2018/11/14/%E5%AE%9A%E5%88%B6spss%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1%E9%97%AE%E5%8D%B7%E8%B0%83%E6%9F%A5amos%E7%BB%93%E6%9E%84%E5%8C%BB%E5%AD%A6stata%E9%87%91%E8%9E%8Deviews%E8%AE%BE%E8%AE%A1","2","2","2","100%"," 00:00:12",
359,"https://jupyter.cn/2019/08/11/questionaire-43939446","2","2","2","100%"," 00:01:49",
360,"https://jupyter.cn/2019/08/21/questionaire-44333550","1","1","2","0%"," 00:17:28",
361,"https://jupyter.cn/2019/10/13/questionaire-35501763","2","2","2","100%"," 00:02:00",
362,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E8%80%B6%E8%8C%A8%E8%BF%9E%E7%BB%AD%E6%80%A7%E4%BF%AE%E6%AD%A3","2","2","2","100%"," 00:00:19",
363,"https://jupyter.cn/2019/10/12/questionaire-47124177","2","2","2","100%"," 00:02:00",
364,"https://jupyter.cn/2019/08/07/questionaire-43333408","1","1","2","0%"," 00:10:16",
365,"https://jupyter.cn/2019/08/19/questionaire-44267594","2","2","2","100%"," 00:00:24",
366,"https://jupyter.cn/2019/06/27/questionaire-41902147","2","2","2","100%"," 00:01:57",
367,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%81%87%E5%9B%9E%E5%BD%92","2","2","2","100%"," 00:01:03",
368,"https://jupyter.cn/2019/07/04/questionaire-42184054","2","2","2","100%"," 00:01:10",
369,"https://jupyter.cn/2019/10/02/questionaire-46762555","1","1","2","100%"," 00:02:00",
370,"https://jupyter.cn/2018/08/24/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-psychopy-%E8%87%AA%E6%88%91%E5%BC%BA%E5%8C%96","1","1","2","0%"," 00:27:42",
371,"https://jupyter.cn/2019/07/22/questionaire-42540502","2","2","2","100%"," 00:00:16",
372,"https://jupyter.cn/2019/06/02/questionaire-38957422","2","2","2","100%"," 00:00:31",
373,"https://jupyter.cn/2019/08/21/questionaire-44281673","1","1","2","0%"," 00:00:48",
374,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","2","2","2","100%"," 00:00:38",
375,"https://jupyter.cn/2019/08/16/questionaire-44194105","2","2","2","100%"," 00:02:00",
376,"https://jupyter.cn/tags/eprime%E4%BB%A3%E5%81%9A","2","2","2","100%"," 00:00:24",
377,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","1","2","2","100%"," 00:02:00",
378,"https://jupyter.cn/2019/07/02/questionaire-42167733","2","2","2","100%"," 00:02:00",
379,"https://jupyter.cn/2018/11/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E5%87%A0%E4%BD%95%E6%BB%9E%E5%90%8E%E6%A8%A1%E5%9E%8B%E4%BC%B0%E8%AE%A1.1","1","1","2","0%"," 00:00:29",
380,"https://jupyter.cn/2019/11/13/questionaire-47128125","2","2","2","100%"," 00:02:10",
381,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E4%BA%8C%E9%98%B6%E6%B7%B7%E5%90%88%E4%B8%AD%E5%BF%83%E7%9F%A9","1","1","2","100%"," 00:12:31",
382,"https://jupyter.cn/2019/07/03/questionaire-42126738","2","2","2","100%"," 00:00:07",
383,"https://jupyter.cn/2019/08/21/questionaire-43593761","1","1","2","0%"," 00:44:32",
